Q1A,Q1E,Q2A,Q2E,Q3A,Q3E,Q4A,Q4E,Q5A,Q5E,Q6A,Q6E,Q7A,Q7E,Q8A,Q8E,Q9A,Q9E,Q10A,Q10E,Q11A,Q11E,Q12A,Q12E,Q13A,Q13E,Q14A,Q14E,Q15A,Q15E,Q16A,Q16E,Q17A,Q17E,Q18A,Q18E,Q19A,Q19E,Q20A,Q20E,Q21A,Q21E,Q22A,Q22E,Q23A,Q23E,Q24A,Q24E,Q25A,Q25E,Q26A,Q26E,Q27A,Q27E,Q28A,Q28E,Q29A,Q29E,Q30A,Q30E,Q31A,Q31E,Q32A,Q32E,Q33A,Q33E,Q34A,Q34E,Q35A,Q35E,Q36A,Q36E,Q37A,Q37E,Q38A,Q38E,Q39A,Q39E,Q40A,Q40E,Q41A,Q41E,Q42A,Q42E,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,education,urban,gender,age,religion,married,familysize,major,major_category
3,3661,2,4222,2,61834,2,9680,2,21406,4,2548,1,3197,3,5407,3,18007,2,5395,3,3927,2,17436,3,6201,3,5852,2,7396,3,5770,4,3064,3,3659,1,3279,2,7606,3,4331,2,14135,1,2598,2,5348,4,6293,2,4464,1,2322,2,3065,2,9501,3,39021,2,25026,2,6045,2,6191,4,1990,3,13930,2,3172,3,6863,4,2538,3,1513,3,8679,1,1987,4,6087,MY,4,376,291,2,5,4,5,5,7,5,6,3,4,2,2,2,23,10,1,6,physiotherapy,Medical
2,3357,1,2160,1,3774,1,2784,1,2512,1,3249,1,2911,2,5156,1,2973,1,4883,1,7909,1,3481,1,1220,2,8397,1,5259,1,3771,1,8974,1,1905,1,6726,1,2963,1,1783,2,3125,1,1922,1,3950,1,20542,1,2090,1,5633,1,8010,2,10548,3,13691,1,2894,1,3383,2,4647,1,1552,1,3445,1,3797,1,4027,2,7090,1,2531,3,9292,2,3249,2,7855,NONE,9,211,170,4,1,6,3,7,7,6,1,6,1,3,3,1,24,6,1,6,Biomedical Science,Medical
4,3111,3,3672,2,4583,3,3903,4,2968,3,4928,2,23229,3,2784,4,2960,4,1583,4,1936,4,3311,4,3456,4,5839,3,22111,4,2265,4,16711,4,2880,2,4744,3,6361,4,3969,3,5504,1,11681,4,3401,2,10488,3,3578,4,1881,3,6240,4,3071,3,10512,4,3944,3,3624,3,3929,3,2672,2,12880,4,3367,4,2559,4,1535,2,18577,2,7096,2,18161,3,4208,MY,2,267,214,6,6,6,7,5,2,7,5,5,5,4,3,2,28,10,2,7,psychology,Social Sciences
3,4227,1,6428,2,4950,2,51436,3,3109,3,2350,2,5143,2,2566,3,6309,3,2186,3,2453,1,4723,4,2847,3,8283,4,2837,3,4411,4,3032,2,1716,1,6664,2,3946,4,2482,3,4748,2,3461,3,5967,3,16638,4,2499,3,8754,1,7999,2,10811,2,8175,3,5073,3,5935,2,2670,4,1772,2,23708,3,3611,4,4017,4,2742,3,1824,2,5773,2,3995,3,3239,MY,11,273,208,2,6,3,5,5,6,4,6,6,2,4,2,2,25,10,1,7,Geographical Information System,Social Sciences
1,3554,2,7129,3,4121,2,13568,4,2677,1,7030,3,6736,3,5539,2,9199,4,3127,1,4649,1,3990,4,1904,1,8246,2,4492,2,5309,3,4549,3,4693,1,6304,4,3140,1,6621,1,5203,1,9226,4,11840,2,7505,4,3455,2,3182,4,5812,1,4722,2,7128,4,2695,1,5610,3,4031,3,2023,1,5322,1,2956,3,5032,3,2998,1,2616,4,4425,1,3064,4,2734,US,23,219,242,2,1,4,7,2,6,6,4,2,2,4,2,2,43,1,3,2,Education,Social Sciences
4,2022,4,1791,4,2054,4,4055,4,1504,4,1579,4,1735,4,1462,4,2377,4,5016,4,1863,4,1519,4,5556,4,2904,3,4280,4,2536,4,2937,4,1190,4,3694,4,1631,4,1344,4,1516,3,2718,4,6367,4,2784,4,1190,4,1287,4,1977,4,1463,4,2475,4,2192,4,2132,4,1237,4,1315,4,6350,4,1282,4,1735,4,2113,4,1145,4,2135,4,1729,4,1905,MY,6340,102,141,4,4,6,7,4,7,2,3,1,1,2,2,2,21,10,1,4,Business,Business
2,181,2,26547,2,201,1,70633,2,337,2,182,2,340,2,198,3,175074,1,8562,2,180,2,195,2,196,2,185,2,190,2,194,2,354,2,315,2,180,2,319,2,20524,2,339,2,326,2,9137,2,331,2,187,3,9013,2,355,2,34047,2,192,2,330,2,334,2,198,2,333,2,304,2,5112,2,5893,2,189,2,13244,2,188,2,334,3,28023,VN,61,415,240,3,5,5,2,6,2,7,1,6,3,3,2,1,25,3,1,0,Civil Engineering,Engineering
4,4596,2,4821,2,5266,1,747,4,13178,4,2643,4,3599,3,2250,4,14209,4,3167,3,3860,3,5225,4,2250,4,3870,4,5981,4,2966,2,3893,4,4555,4,3876,3,2193,1,847,2,4276,2,6244,4,3462,2,8609,2,2591,3,4445,2,3370,4,2602,4,16069,3,2544,3,3809,2,2548,3,1177,3,5012,4,1821,2,5448,2,3822,2,3110,3,3427,4,4418,4,3677,MY,39,208,189,2,3,5,1,7,1,7,5,2,5,3,3,2,24,10,1,6,Technology Environment,Sciences
3,3688,3,6989,1,7250,1,5014,2,1080,2,2707,2,3685,3,5153,2,5381,1,5625,3,3424,2,3692,2,2605,2,2975,2,2284,1,3570,1,3243,3,3825,3,4632,2,8488,1,2326,2,2949,1,2325,1,6501,2,7017,2,3966,1,2089,2,4513,4,944,2,4875,2,4353,2,8806,2,2169,1,1183,2,55210,1,1689,1,7321,1,4263,1,2413,3,23567,2,3013,2,26790,MY,2,310,329,4,4,4,4,5,4,5,4,7,4,3,2,1,22,10,1,2,Others,Others
3,12540,4,9343,3,5489,1,8326,1,2822,1,4894,1,3611,3,4406,3,23082,2,4584,4,6044,2,4104,2,10928,2,8921,1,2476,2,4323,2,16571,4,13247,2,10936,1,3801,2,5942,3,4357,1,4030,2,9077,3,22855,4,1922,2,4816,2,4388,2,32682,3,10099,2,6689,2,6180,2,3179,2,5538,2,30511,1,4456,2,8427,2,3630,3,4941,2,4391,1,2467,3,12485,MY,30,355,240,3,1,6,4,7,2,5,3,3,4,3,1,2,24,10,1,5,Technology,Others
4,35135,4,32411,2,16098,3,16988,2,6745,3,47957,1,9930,2,14839,3,57984,2,14637,3,9739,2,6570,3,4376,3,19048,2,8252,2,7116,3,10915,4,50807,2,68559,1,53532,3,12614,2,38479,2,6044,2,18938,1,20522,2,33894,4,27110,3,35891,3,12251,2,44695,2,78353,3,48524,2,10633,2,5001,4,35276,3,8823,4,37061,2,18097,3,59490,3,14412,1,80671,2,88404,MY,10,1327,700,4,6,6,5,5,2,6,4,3,3,3,2,2,19,10,1,2,Management,Business
2,23725,3,6691,2,6110,1,2167,1,559,2,4863,1,3471,2,6654,2,8648,1,4869,2,6720,2,9120,2,5254,2,8670,1,2072,1,8702,2,3314,3,6221,1,7426,1,9817,1,2644,2,43493,1,2082,2,4916,1,9978,1,1361,3,28533,2,5131,1,5595,1,51929,2,5946,2,55434,1,2478,1,5271,3,39867,1,5369,2,6275,1,3636,1,12650,2,10058,1,13779,2,5908,NONE,23,595,271,6,5,6,2,6,6,5,5,5,5,3,2,2,21,10,1,4,Food security ,Computer Science
2,5092,1,2568,1,4777,1,3044,2,4478,1,2655,1,4305,2,3579,2,38915,1,2403,1,4296,2,3675,2,3565,2,17190,1,4378,1,4911,1,7330,4,24924,1,4350,1,5949,1,2417,2,22171,1,5769,2,11101,1,7640,2,7352,2,9188,1,2670,2,5250,1,10718,1,2821,1,8788,2,5779,1,2171,2,15473,1,14817,2,7541,1,2736,1,2673,2,9728,1,4336,2,4252,MY,852,353,207,0,0,0,0,0,0,0,0,0,0,3,3,2,24,10,1,6,IT,Computer Science
4,2399,2,5034,4,2208,4,4318,4,2579,4,1861,4,2821,2,2460,4,5079,4,3449,4,2918,3,4309,4,1665,4,5455,4,2346,4,3045,4,4353,4,1801,2,4514,1,3835,4,2713,4,7386,1,4516,4,3349,4,5831,4,2032,4,1854,4,1371,3,2983,4,4360,4,2260,4,4425,3,3294,4,1746,4,4059,2,2374,4,2714,4,1486,4,3708,4,4204,3,2579,4,5493,IN,6,143,145,1,6,2,1,1,7,5,5,3,1,4,3,1,23,8,1,0,English,Humanities
2,4633,1,2902,3,10070,1,4281,2,14087,1,4768,2,719,2,5460,2,10174,2,3458,2,3874,2,10404,3,5958,4,2055,2,8547,3,11093,1,5840,1,70715,1,3229,1,6851,1,10625,2,68542,1,3383,4,4765,1,10634,2,38953,2,20895,1,4047,3,6743,2,8186,2,21562,2,8813,2,3702,2,5826,2,31805,1,3413,3,5206,1,7930,2,59797,2,9969,2,14342,1,8102,MY,14,570,264,4,4,3,5,4,6,5,4,3,4,3,1,1,25,10,1,5,Electrical Engineering ,Engineering
4,1864,4,1833,4,2490,4,3343,4,4456,4,1970,4,2117,4,1318,4,5135,4,1155,4,2098,4,2252,4,1159,4,7348,4,1091,4,2018,4,1983,3,7892,4,5605,4,1838,4,1967,4,1689,4,1070,4,1653,4,7227,4,1633,4,1984,4,1964,4,3449,4,8160,4,2682,4,2351,4,2616,4,2029,4,3972,4,1584,4,2845,4,2148,4,1374,4,3545,4,2341,4,2410,PH,1402,121,304,7,6,6,7,5,5,7,7,1,7,2,2,2,16,4,1,2,none,Others
3,5358,3,5672,4,10159,4,4928,4,3979,4,4709,3,5023,3,4064,4,23473,4,3001,2,7039,3,4712,4,3295,4,4161,3,4161,4,3884,4,2847,2,3626,1,6100,4,8226,4,3039,3,4366,2,6142,4,3259,3,10454,2,5776,4,4156,3,3268,3,6285,3,9476,3,5796,3,5762,4,4488,4,3344,4,5056,4,7073,4,5331,4,3526,4,5057,4,14226,3,5613,4,4544,SG,17,248,319,3,5,6,6,3,7,5,1,1,5,1,1,1,24,10,1,5,History,Humanities
4,3258,1,3964,2,3545,3,6525,2,6370,4,4610,2,8469,4,2253,4,10847,2,6512,4,4547,4,3348,3,1987,4,4548,1,11927,3,5252,3,3114,4,3551,4,3022,4,5723,3,3094,4,2677,2,2717,3,4547,4,6379,3,2715,3,3065,3,4744,3,4821,3,3476,4,3567,4,2910,3,2925,3,2923,4,7528,3,2430,3,7864,3,2329,4,2160,4,4723,3,2798,2,8519,MY,4,196,211,1,7,6,6,6,4,5,1,4,4,4,3,2,24,10,1,4,Others,Others
3,2871,1,5135,3,3583,3,4277,3,3685,2,4751,2,3495,2,5664,2,4526,2,12597,3,2583,2,4217,3,2907,4,4263,2,2708,2,4418,3,2635,2,4421,2,4112,3,3477,2,3105,2,2868,1,5534,3,3228,2,191,3,3415,3,3121,2,2338,3,3872,2,3883,3,4846,2,7249,3,4256,4,1419,2,4468,2,2104,2,8669,2,3063,2,2082,3,5106,2,4397,4,5951,PH,18,179,160,1,1,4,6,5,4,7,5,6,3,3,2,1,22,7,1,2,biology,Sciences
3,4997,3,12757,2,8182,2,6870,1,5142,2,29131,1,52311,2,9605,4,13459,2,20382,2,3999,2,5719,2,6346,2,5937,2,5098,2,6420,1,3236,2,8250,3,10505,1,4351,1,2843,2,4111,2,3475,2,5610,2,12534,2,3479,2,4378,2,5578,3,4778,2,27562,2,8347,2,7239,2,8166,1,23066,1,465516,2,3368,1,6157,2,22246,2,27900,4,6754,2,6279,2,983,MY,39,885,334,4,3,6,7,6,5,6,5,7,4,2,3,2,19,10,1,3,human resource,Business
2,3665,1,2080,2,2942,3,3539,4,3300,2,2780,4,1564,4,980,2,2927,3,2227,4,2671,4,1968,3,5509,3,4755,1,1947,2,4226,2,4245,4,1567,1,2967,4,1746,4,1920,4,1853,2,2941,4,2711,3,5151,4,1547,4,1322,2,2653,3,1782,4,3377,1,3349,4,2897,3,7096,2,2098,2,5600,2,2147,1,2287,4,2416,4,1464,4,6098,4,1575,4,3134,CA,288,285,108,1,5,3,7,5,7,6,7,5,3,2,3,1,18,12,1,4,Others,Others
2,3245,2,4302,2,2834,2,5278,2,2908,2,3274,2,5587,2,3668,2,6995,2,3400,3,3233,2,2397,4,3755,2,7034,2,2745,2,2799,3,3017,3,2992,3,4761,2,3005,3,4573,2,2719,1,3440,2,3382,2,2896,2,3287,2,2883,3,2480,2,2483,2,4877,2,2213,2,4504,3,2799,3,2837,2,3658,2,8272,3,4242,3,2135,2,2284,2,3941,2,2692,2,2653,MY,5,169,153,4,4,5,4,5,6,5,3,4,1,3,3,2,27,10,1,5,Business admin,Business
3,1572,1,3755,2,2196,3,1850,2,2040,3,1635,3,1957,4,5017,4,2588,1,1586,3,1774,3,1938,2,2967,1,2500,3,2228,1,2109,3,1802,3,2300,2,2679,4,1693,2,2198,4,1684,1,2175,1,1750,3,2980,2,2335,2,1665,4,1616,3,2305,2,9721,2,1772,2,2164,4,1709,3,2248,1,2648,3,1771,1,1709,1,3153,2,2488,4,2094,4,1680,3,2231,GB,6,112,74,2,2,5,6,5,5,6,3,4,3,2,3,2,18,7,1,3,Computer and Electronic Systems,Computer Science
2,4140,3,4617,2,4520,2,4317,2,3176,4,3111,1,2991,4,16172,3,7263,2,3397,2,3007,2,4876,2,3129,4,5299,1,2452,3,2982,2,3798,3,4459,1,4853,2,4829,2,3392,2,6191,1,1902,3,3829,2,6333,2,3671,3,4800,2,3158,3,5051,2,5427,2,4071,2,4528,3,5028,2,4136,2,4312,1,1578,3,4881,2,3129,2,4769,3,4779,1,2904,2,4446,MY,22,256,143,4,5,5,6,4,3,5,4,4,5,4,2,1,25,10,1,4,Psychology,Social Sciences
4,2888,2,2768,4,1369,4,2102,4,2278,3,3383,1,3688,3,3321,4,2775,4,2152,4,1624,4,2008,4,871,1,9927,1,2208,4,1807,4,2400,2,4207,1,3454,2,9392,2,13058,3,6217,1,1848,4,1898,4,5768,4,1495,4,1256,4,1288,4,1697,4,2943,4,3425,1,6585,4,1192,4,1808,1,6752,1,2152,2,2952,3,3423,4,1152,4,2087,3,2896,4,1894,GB,64,139,110,2,7,6,6,4,7,5,1,4,4,3,1,2,25,2,1,4,accounting,Business
3,5779,3,2436,2,3225,2,7067,2,3359,2,5280,1,5613,2,3401,3,8672,2,5099,3,3904,2,2579,2,4359,1,8687,2,2646,3,2954,3,4079,3,3136,2,7156,3,3519,3,2597,1,2890,2,9148,2,5732,3,6258,2,2698,1,3472,2,2579,3,5745,3,3177,2,5486,2,7120,2,2678,3,2583,1,4774,2,2168,2,4047,3,2546,2,2784,3,4223,2,4451,2,21196,MY,27,745,209,5,5,6,7,5,3,7,4,6,5,2,2,2,18,10,1,3,computer science,Computer Science
3,2036,2,1659,2,3082,4,1807,2,1649,2,2178,2,6942,3,1635,4,4365,2,2160,2,2118,3,2044,3,774,2,6013,2,1689,3,2161,2,2914,2,2841,2,7742,3,2088,2,1938,2,2283,2,1804,3,713,3,4498,4,1193,2,2128,2,2445,3,2838,3,3597,2,3040,2,2938,3,1811,2,6799,2,4849,3,1559,2,3160,2,1826,3,1620,4,7087,2,2365,2,3127,MY,9,132,158,3,4,4,6,4,7,7,2,2,4,2,3,2,18,10,1,5,Early childhood,Social Sciences
2,2630,3,2920,1,3749,3,5100,3,2557,3,5170,4,2966,2,2731,3,8098,1,2928,2,4503,3,4900,2,2757,3,5284,2,2150,2,4855,2,3693,2,5106,3,2506,3,5229,1,2880,2,9679,1,2944,2,4713,3,11969,2,3200,2,4119,2,4839,3,5137,4,6683,2,3919,3,6448,3,2325,2,4145,3,5269,2,2335,1,2364,1,3477,2,2993,3,7542,3,2073,2,3419,GB,92,184,92,3,6,6,7,6,5,6,3,2,2,2,2,2,20,2,1,3,psychology,Social Sciences
2,3797,1,2855,3,2390,1,2044,3,1445,2,1606,1,2797,2,1970,3,4003,3,2295,1,3233,3,2263,3,7201,2,3134,2,1807,2,2183,4,6293,2,1814,1,3125,4,1620,3,2858,2,1780,1,1589,1,10188,1,2386,3,16419,1,1805,3,1831,1,18768,2,2487,2,1871,1,2688,2,3290,3,3098,1,4569,4,1606,3,3920,3,2382,1,2585,2,8633,2,12262,3,13249,ID,18,199,1129,4,3,3,5,6,3,4,7,3,4,1,2,2,14,10,1,3,Others,Others
2,4024,2,3865,1,8664,3,3429,2,4023,3,4618,1,4463,3,2163,3,6002,4,3802,1,2452,3,3780,1,4395,1,10744,2,3544,2,6001,2,6882,2,6224,1,3865,2,6916,1,8457,4,4588,2,4153,3,3832,3,7475,2,2774,3,3191,2,3352,4,5440,4,6271,2,4393,4,5984,3,3574,3,2935,4,4299,2,2097,4,6529,1,4412,2,4523,3,3594,3,4785,4,5406,US,851,211,154,3,3,4,5,6,7,6,6,5,5,2,2,2,22,7,1,4,Psychology,Social Sciences
3,2856,2,5764,2,2727,1,5504,2,296876,2,3753,2,23803,2,77924,1,750988,2,1926,2,9146,3,11015,3,2662,4,65283,2,2019,2,3139,3,3720,3,6328,4,9513,2,4950647,3,2554,3,4525,2,4962,3,4013,1,13523,3,5605,2,21396,1,3098,3,2896,2,6950,2,2831,3,4051,3,690723,3,97506,2,6694,1,2061,2,2828,2,2858,3,2274,4,4509,1,2858,4,5791,US,4,7131,231,2,5,6,4,5,7,6,6,4,6,1,3,2,17,6,1,1,Others,Others
3,2846,3,3777,3,2503,3,5949,4,2953,4,1933,2,2715,2,3097,3,4820,4,1442,4,2687,3,3763,4,1477,1,6884,2,2680,3,2927,3,1863,2,3149,2,3173,2,8704,3,3120,2,2039,1,3565,3,2581,2,16141,2,3491,3,3112,3,2467,4,5803,2,6001,4,2647,2,4467,4,7408,4,1935,2,9733,4,4616,2,3403,4,1363,3,5199,3,5223,3,2248,4,3569,MY,6,171,237,5,7,2,7,5,3,7,4,1,2,3,2,2,28,10,1,4,English Communication ,Engineering
2,2334,1,3783,2,3521,2,3464,2,3090,2,2538,1,2035,3,2663,1,4598,1,1746,2,2557,2,2545,2,3917,1,3750,1,3050,2,3815,2,2158,2,2571,1,3314,3,3493,1,2083,3,3044,1,4118,2,2649,3,4915,2,1616,2,2357,2,2453,3,2850,2,2709,2,2188,1,3594,3,684,2,2341,1,2933,1,10891,2,770,2,3484,2,1312,2,3526,1,1800,3,2986,FR,1133,137,99,6,3,3,6,5,3,7,3,4,5,3,3,2,22,2,1,4,life science engineering (agriculture biolog,Engineering
1,2947,2,5117,1,2708,1,5381,1,8055,1,1756,1,2146,1,1719,1,5058,1,1822,1,1762,1,4916,2,2240,1,4236,2,17567,1,2009,2,2606,1,13733,1,3544,2,6506,1,1834,1,1515,1,1857,1,2546,1,8283,1,1497,1,2642,2,1775,1,1785,1,2752,1,2599,1,3421,2,3114,2,2795,1,1587,1,2583,1,4104,2,1082,1,2395,1,18756,1,3661,1,4038,ID,73,181,154,2,4,5,2,6,6,6,3,7,1,2,2,1,19,10,2,3,Computer Science,Computer Science
4,3757,4,1995,2,2920,4,3596,4,2134,4,3592,3,3261,4,1543,4,20395,3,3746,4,1811,3,5933,4,1243,2,5555,3,3093,2,4939,4,3860,4,2754,4,5491,4,3319,4,6606,3,6865,4,6523,2,24908,2,12649,2,2059,4,1843,3,3263,2,4356,4,7108,3,3219,4,3562,3,4213,4,1391,3,57128,4,1524,2,20830,3,2876,4,4305,4,3645,2,4005,4,3350,MY,5,299,190,1,3,7,7,6,7,5,5,1,6,3,3,2,23,10,2,5,Pharmacy,Medical
3,1649,2,1684,3,3500,1,4466,4,1183,3,2200,1,1183,3,2734,3,3686,4,1416,3,1498,2,1465,4,1203,3,2289,1,1082,4,2353,4,1200,4,2716,1,7724,1,3200,4,1249,3,1283,1,1366,4,3536,1,3320,4,1217,4,1731,2,1298,3,3468,2,1369,4,1185,4,1369,2,1928,4,1999,3,1350,1,1582,4,2063,4,1635,3,1236,3,1901,1,938,4,1183,US,4,90,108,2,6,3,6,6,5,4,5,2,3,1,2,2,17,1,1,2,Others,Others
4,1265,4,915,4,1111,3,6791,4,2267,4,771,3,4428,4,856,4,1953,4,1255,4,1352,4,1735,4,1038,4,16619,3,3137,4,1071,4,1068,4,999,2,2545,4,1509,4,1255,4,1381,2,1921,4,1291,2,2011,4,1194,4,1602,4,1243,4,988,4,1049,4,1135,4,2302,4,2340,4,783,4,2315,4,4425,4,4484,4,819,4,1059,3,5220,4,940,4,3413,GB,4,108,204,3,6,6,3,7,6,1,6,4,2,2,1,2,13,2,1,1,Others,Others
1,2242,2,2225,1,5840,1,4236,1,3855,1,3531,1,1700,2,1584,1,5432,2,4674,1,2442,1,1870,2,2951,3,4050,1,2265,2,3064,3,1918,2,2267,1,5263,1,1880,2,3032,2,6989,1,2126,2,2658,2,4781,2,1620,2,2738,2,2064,1,2152,1,3720,2,2491,3,11398,1,1504,2,1792,3,901,1,2068,2,1828,3,4413,3,8683,1,7341,1,2042,1,3060,GB,3,149,98,1,7,7,3,2,6,1,3,4,5,0,3,1,16,2,1,1,Others,Others
3,4627,3,19032,2,6687,1,6012,2,3408,3,3433,2,7987,2,3099,3,11606,3,3368,2,4017,2,4682,3,1717,1,7530,1,5395,2,5077,3,5210,3,4244,1,9238,1,3116,2,3861,2,3305,1,2453,2,20167,1,13871,2,3561,2,3047,1,3619,3,5269,2,6004,2,17071,4,13080,1,3422,3,4620,2,7561,1,2202,2,4328,2,4776,1,2410,2,7863,2,2993,3,6060,NONE,2,262,202,2,4,5,6,3,6,6,1,1,3,2,1,2,19,4,1,2,Others,Others
4,5362,1,8320,2,20349,1,6677,3,10274,2,5588,2,7422,4,4024,4,11036,2,7646,4,4573,4,4789,4,4444,2,27975,1,10457,4,8199,2,5972,2,7179,1,14917,4,5266,4,291052,4,7359,1,16777,2,8138,4,2306,4,4492,4,5402,4,6617,3,8995,2,11344,2,11698,2,8350,4,19503,4,5248,2,16343,2,4960,2,10679,4,6168,4,23088,4,9202,1,7289,2,24305,US,3,690,294,4,5,6,7,6,4,7,3,3,1,1,3,2,15,7,1,4,Others,Others
2,4462,3,1977,1,2023,2,3787,2,1660,2,2791,3,3453,3,1991,2,4316,1,2411,2,2383,2,2341,2,2202,4,4067,3,2658,1,3268,1,2550,3,2748,3,3186,1,2480,1,2135,3,1569,1,1919,1,1688,2,3733,1,1969,2,4685,2,2370,2,2126,2,4379,1,2800,3,5372,2,4211,1,1739,2,4936,2,6410,1,2787,1,1810,4,2427,2,3739,4,2261,2,6071,CA,1,134,111,2,2,4,5,4,4,4,6,3,4,2,3,2,20,2,1,2,Others,Others
2,6423,2,2307,4,2008,2,2129,4,1765,4,1398,2,2008,4,1227,2,5872,4,1782,3,4239,3,2260,4,4854,2,4625,3,2309,4,1918,4,1774,2,2327,2,7183,2,1579,4,1912,2,2787,1,2935,4,2024,1,5167,4,1351,4,1740,3,4891,4,3033,2,3804,4,2109,3,2940,3,1967,4,2075,4,2819,2,3018,4,2592,4,3155,4,2645,3,3352,2,2110,2,2644,IT,2,124,82,3,6,5,7,4,7,2,5,1,2,2,2,2,19,2,1,1,Law,Social Sciences
2,2067,2,2762,2,2771,1,3243,4,2765,3,2036,1,2935,2,4579,3,6113,2,1265,3,2760,2,3358,2,1510,2,4537,1,2388,2,2068,4,3218,2,4481,1,3136,2,3687,2,2959,3,7112,1,2181,2,2804,1,18835,2,1760,4,5332,1,1895,1,7146,2,6729,2,2871,3,5917,2,1961,4,9368,2,8216,2,1981,2,4188,3,4165,2,2884,3,3512,2,6061,3,2952,MY,4,179,196,3,1,5,4,6,3,7,6,4,6,3,2,1,24,10,1,5,Mechanical Engineering,Engineering
1,3699,1,4276,1,4407,2,850,1,2072,1,3472,1,3521,1,3169,1,3345,2,4409,1,3516,3,4859,2,3936,1,4056,1,2283,1,4606,2,2453,1,2716,1,3472,2,5195,1,3984,3,6773,1,1612,1,3683,2,5843,2,2773,1,2517,2,4970,1,2949,1,3812,1,2802,1,3850,1,2662,1,5775,1,4600,1,2657,1,9786,2,4922,2,2927,1,3656,1,2137,1,4056,FR,78868,179,123,7,5,5,4,6,1,7,4,4,2,4,2,2,33,2,1,2,Marketing,Business
3,2416,2,4427,2,6597,1,3258,4,3486,1,2337,2,4349,2,4833,4,4750,3,14195,4,3985,1,3401,3,2008,4,7076,2,3611,1,3952,3,3338,3,5062,1,3954,2,3200,2,3967,2,3557,1,2456,2,5103,1,6997,2,3065,3,3381,1,6019,2,8756,3,4047,1,3054,3,3635,3,4665,2,10601,3,6313,2,2201,1,3895,1,2615,2,3398,3,4398,1,2884,3,2842,MY,3,190,128,6,2,2,4,7,4,3,7,5,5,3,2,2,24,10,1,3,Medical,Medical
2,21986,1,3257,2,6274,2,7813,2,3469,3,2214,1,187272,1,3965,3,10295,1,5029,1,2580,2,5761,1,2651,1,6123,1,1958,2,3304,2,4802,2,19248,2,2716,3,4297,1,3594,2,2794,2,2822,1,3984,1,5193,2,46926,3,4890,2,19736,3,5814,2,7529,1,22072,2,10676,2,3510,2,7573,2,9431,2,2626,2,4286,2,5044,2,12126,3,5732,1,2755,1,4439,MY,29,500,245,6,5,5,4,6,3,5,4,4,3,3,3,2,22,10,1,4,quantity surveying,Computer Science
2,7402,3,4392,2,4514,1,2976,2,5115,2,43646,1,3330,1,2808,3,7743,2,13249,2,2495,3,4348,2,2466,3,4215,2,5807,3,3121,2,5107,1,3160,1,12340,3,3127,2,3619,3,3072,1,2283,2,8907,2,6507,2,3216,3,2286,2,3192,3,4030,3,4465,2,4145,3,4835,3,1970,3,2990,2,7140,3,1699,1,6298,1,2122,3,1814,3,3950,1,2689,3,2992,MY,3,228,213,1,2,5,6,4,7,5,7,4,4,3,2,2,23,10,1,5,Electrical engineering ,Engineering
2,7171,1,3328,2,6910,1,3421,4,2840,2,4835,1,6537,1,2587,2,11410,2,3869,2,2833,1,4640,3,2893,2,7180,1,9394,3,10154,4,2238,2,4402,1,4333,3,6058,2,4934,1,3855,1,2578,1,5594,1,4866,4,3807,1,2015,1,2435,2,3886,1,6787,3,13698,2,4331,3,4614,4,2851,1,5536,2,2214,3,6589,2,3108,2,3585,3,5358,2,2232,4,2542,US,863,213,154,3,2,2,6,3,7,7,3,3,1,3,2,2,23,1,1,3,Biology,Sciences
1,2599,1,2328,3,2611,1,7335,2,3575,1,2113,2,4476,1,1188,2,3996,3,2797,2,7410,1,2522,4,2167,1,5491,2,2001,4,2476,1,2225,1,2033,1,5945,1,5185,1,3302,1,1992,3,3323,4,3673,4,9980,2,3181,2,4218,1,1229,1,2795,4,2835,3,3938,2,4416,1,1200,1,1726,2,6398,1,1456,2,4468,1,1842,1,3839,3,3368,2,1858,4,2339,US,6,155,90,1,3,3,5,7,6,7,3,7,6,2,2,1,17,4,1,2,Others,Others
3,2272,3,2023,4,1548,3,1570,4,1565,4,2425,4,1093,4,1252,4,3869,3,5242,4,2339,3,5684,4,1114,3,2569,2,3001,4,1630,4,1182,3,2016,2,2230,2,2129,4,2531,2,2983,2,2802,4,1430,2,3720,4,5296,4,2396,2,1660,4,2093,3,2182,4,2121,3,2125,3,1975,4,4827,3,2016,3,1670,4,1926,4,1267,3,2934,1,3367,3,1730,4,2252,US,1,103,152,3,5,7,6,5,5,4,1,3,3,2,1,2,17,7,1,2,Others,Others
4,4124,1,2542,3,2598,2,2982,3,2745,3,1768,2,2925,4,2030,2,5029,4,3249,3,1973,2,2020,3,1723,2,5075,3,5331,3,1687,4,2865,3,2391,1,4332,2,17653,3,1748,3,1845,1,1818,2,2961,3,30362,3,1797,4,2218,2,2181,4,2224,3,4555,3,7466,1,3762,3,1798,3,1305,1,7962,2,5589,3,2209,3,2556,3,4406,2,5042,2,7474,4,92255,US,10,269,93,6,5,3,6,5,1,6,5,2,1,2,1,2,18,12,1,4,Arts Administration,Business
